molecule_cheml_id,bioactivity_class,pIC50
CHEMBL223162,active,6.585026652029182
CHEMBL376303,active,6.309803919971486
CHEMBL223109,active,6.3979400086720375
CHEMBL222250,active,6.091514981121351
CHEMBL202469,active,6.040958607678906
CHEMBL382482,active,6.119186407719209
CHEMBL202030,active,6.638272163982407
CHEMBL202474,active,6.522878745280337
CHEMBL204502,active,6.017728766960431
CHEMBL202473,active,6.356547323513812
CHEMBL437497,active,6.060480747381382
CHEMBL372835,inactive,4.6020599913279625
CHEMBL381883,inactive,4.6020599913279625
CHEMBL204183,active,6.327902142064283
CHEMBL220886,active,6.431798275933005
CHEMBL67842,active,7.161150909262744
CHEMBL3084324,active,6.795880017344075
CHEMBL225472,active,6.552841968657781
CHEMBL201831,active,7.0
CHEMBL465435,active,7.397940008672037
CHEMBL165,active,7.397940008672037
CHEMBL442813,active,7.397940008672037
CHEMBL227113,active,7.397940008672037
CHEMBL512578,active,7.397940008672037
CHEMBL463435,active,7.397940008672037
CHEMBL463241,active,7.397940008672037
CHEMBL394855,active,7.397940008672037
CHEMBL253467,active,7.397940008672037
CHEMBL464428,active,7.397940008672037
CHEMBL115452,active,7.397940008672037
CHEMBL465845,active,7.397940008672037
CHEMBL464472,active,7.397940008672037
CHEMBL463454,active,7.397940008672037
CHEMBL463453,active,7.397940008672037
CHEMBL463452,active,7.397940008672037
CHEMBL9323,active,7.397940008672037
CHEMBL469444,active,7.397940008672037
CHEMBL463256,active,7.397940008672037
CHEMBL463168,active,7.397940008672037
CHEMBL463255,active,7.397940008672037
CHEMBL463254,active,7.397940008672037
CHEMBL457263,active,7.397940008672037
CHEMBL453448,active,7.397940008672037
CHEMBL456062,active,7.397940008672037
CHEMBL457262,active,7.397940008672037
CHEMBL457261,active,7.397940008672037
CHEMBL465881,inactive,4.507239610973162
CHEMBL465879,inactive,4.522878745280337
CHEMBL9352,inactive,4.769551078621726
CHEMBL457680,active,6.3979400086720375
CHEMBL457679,active,7.0
CHEMBL457678,active,7.0
CHEMBL458188,inactive,4.507239610973162
CHEMBL514745,active,6.301029995663981
CHEMBL458187,inactive,4.619788758288394
CHEMBL9298,active,7.522878745280337
CHEMBL169,inactive,4.494850021680094
CHEMBL487887,inactive,3.3010299956639813
CHEMBL132530,active,6.096910013008056
CHEMBL264924,inactive,3.3010299956639813
CHEMBL270215,inactive,3.3010299956639813
CHEMBL454421,inactive,3.3010299956639813
CHEMBL486853,inactive,3.3010299956639813
CHEMBL487888,inactive,3.3010299956639813
CHEMBL28,inactive,5.0
CHEMBL169,active,7.853871964321762
CHEMBL410525,active,7.369572124974976
CHEMBL459502,active,7.602059991327962
CHEMBL459503,active,7.603800652904264
CHEMBL513615,active,8.275724130399212
CHEMBL496777,active,6.72056121171298
CHEMBL495565,active,7.017728766960431
CHEMBL495566,inactive,4.330683119433888
CHEMBL495567,active,7.119186407719209
CHEMBL523231,inactive,4.525783735923745
CHEMBL509750,active,7.321481620959886
CHEMBL495574,inactive,4.424812155072339
CHEMBL1444,active,8.214670164989233
CHEMBL224665,active,8.638272163982407
CHEMBL159073,active,7.397940008672037
CHEMBL421149,active,7.366531544420414
CHEMBL213588,active,7.346787486224656
CHEMBL522917,active,7.309803919971486
CHEMBL437731,active,7.292429823902063
CHEMBL209731,active,7.161150909262744
CHEMBL213587,active,7.1487416512809245
CHEMBL223874,active,7.130768280269024
CHEMBL212473,active,7.096910013008056
CHEMBL421829,active,7.050609993355087
CHEMBL525379,active,7.017728766960431
CHEMBL158984,active,7.0
CHEMBL224787,active,6.97469413473523
CHEMBL225079,active,6.958607314841775
CHEMBL224228,active,6.841637507904751
CHEMBL225499,active,6.823908740944319
CHEMBL375046,active,6.774690718274137
CHEMBL53068,active,6.769551078621726
CHEMBL188664,active,6.6777807052660805
CHEMBL496375,active,6.657577319177793
CHEMBL53290,active,6.657577319177793
CHEMBL161230,active,6.619788758288394
CHEMBL185950,active,6.552841968657781
CHEMBL225472,active,6.552841968657781
CHEMBL376786,active,6.537602002101044
CHEMBL54803,active,6.455931955649724
CHEMBL350922,active,6.4089353929735005
CHEMBL377766,active,6.356547323513812
CHEMBL212168,active,6.327902142064283
CHEMBL293122,active,6.301029995663981
CHEMBL363493,active,6.2839966563652006
CHEMBL186079,active,6.275724130399211
CHEMBL158635,active,6.259637310505756
CHEMBL184749,active,6.214670164989233
CHEMBL451201,active,6.200659450546418
CHEMBL224649,active,6.167491087293763
CHEMBL57513,active,6.167491087293763
CHEMBL225178,active,6.119186407719209
CHEMBL192306,active,6.113509274827518
CHEMBL78322,active,6.026872146400302
CHEMBL307160,active,6.013228265733755
CHEMBL448463,inactive,4.769551078621726
CHEMBL190099,inactive,4.7447274948966935
CHEMBL387518,inactive,4.575118363368933
CHEMBL190208,inactive,4.301029995663981
CHEMBL191488,inactive,4.301029995663981
CHEMBL362906,inactive,4.0
CHEMBL522733,active,7.259637310505756
CHEMBL482693,inactive,4.0066078625509975
CHEMBL450666,inactive,4.007004901568658
CHEMBL476126,inactive,4.039576792922171
CHEMBL424414,inactive,3.900664722314042
CHEMBL60376,inactive,3.9370421659154897
CHEMBL453417,inactive,3.975514332300833
CHEMBL503538,inactive,4.501689446210399
CHEMBL493174,inactive,4.571865205971212
CHEMBL454226,inactive,4.733533104559759
CHEMBL493181,inactive,4.8297382846050425
CHEMBL490867,active,6.017728766960431
CHEMBL493173,active,6.017728766960431
CHEMBL455593,active,6.119186407719209
CHEMBL488,active,6.568636235841013
CHEMBL449065,active,7.0
CHEMBL494713,active,7.42021640338319
CHEMBL9298,active,7.522878745280337
CHEMBL323197,inactive,4.684029654543083
CHEMBL454580,inactive,4.600326278518962
CHEMBL389924,active,6.221848749616356
CHEMBL389924,inactive,4.207608310501746
CHEMBL389924,inactive,4.387746093903563
CHEMBL252642,active,6.468521082957745
CHEMBL253570,inactive,4.958607314841775
CHEMBL164,inactive,5.0
CHEMBL28,active,6.0
CHEMBL518586,active,6.060480747381382
CHEMBL517347,active,6.494850021680094
CHEMBL9298,active,7.301029995663981
CHEMBL478023,inactive,4.761953896871205
CHEMBL491010,inactive,4.884722408604099
CHEMBL489360,active,6.585026652029182
CHEMBL521600,active,6.292429823902063
CHEMBL523813,active,6.958607314841775
CHEMBL491222,active,6.022276394711152
CHEMBL491023,active,6.0
CHEMBL523973,active,6.236572006437063
CHEMBL491824,active,6.455931955649724
CHEMBL491213,active,6.721246399047171
CHEMBL489986,active,6.337242168318426
CHEMBL521591,active,6.522878745280337
CHEMBL8659,inactive,4.485452247339714
CHEMBL367149,inactive,4.478861916295964
CHEMBL496634,inactive,4.774690718274137
CHEMBL460026,inactive,4.274088367704952
CHEMBL15594,inactive,4.549750891680639
CHEMBL8739,inactive,4.354577730650908
CHEMBL267476,inactive,4.318758762624412
CHEMBL469260,active,7.939302159646388
CHEMBL1399,active,8.0
CHEMBL1444,active,7.939302159646388
CHEMBL488,inactive,4.526513029935432
CHEMBL468419,active,7.522878745280337
CHEMBL468410,active,7.728158393463501
CHEMBL512994,active,7.027797161620936
CHEMBL205177,active,7.714442690992226
CHEMBL480321,active,7.844663962534938
CHEMBL1444,active,9.050609993355089
CHEMBL479559,active,8.494850021680094
CHEMBL518761,active,8.522878745280337
CHEMBL479551,active,7.920818753952375
CHEMBL479366,active,7.886056647693163
CHEMBL479928,active,7.366531544420414
CHEMBL479737,active,7.00436480540245
CHEMBL286738,active,6.522878745280337
CHEMBL500976,active,8.468521082957745
CHEMBL453736,active,9.221848749616356
CHEMBL481091,active,8.744727494896694
CHEMBL479385,active,8.259637310505756
CHEMBL519937,active,8.142667503568731
CHEMBL480516,active,6.667561540084395
CHEMBL480515,active,6.772113295386326
CHEMBL480451,active,8.0
CHEMBL480514,active,6.749579997691106
CHEMBL481092,active,8.494850021680094
CHEMBL100749,active,8.586700235918748
CHEMBL224060,active,7.354577730650908
CHEMBL519436,active,8.860120913598763
CHEMBL480718,active,6.167491087293763
CHEMBL362968,active,6.221848749616356
CHEMBL196796,inactive,4.443697499232712
CHEMBL9298,active,7.522878745280337
CHEMBL13784,active,6.886056647693163
CHEMBL377770,active,6.055517327849832
CHEMBL441367,active,7.154901959985743
CHEMBL212741,inactive,4.610833915635467
CHEMBL76904,inactive,4.151195298948196
CHEMBL441367,active,7.154901959985743
CHEMBL586557,inactive,4.61261017366127
CHEMBL576579,inactive,4.782516055786093
CHEMBL157101,active,6.096910013008056
CHEMBL572637,active,6.168770306132936
CHEMBL583989,inactive,4.809668301829708
CHEMBL582837,inactive,3.899629454882437
CHEMBL583310,inactive,3.75448733218585
CHEMBL488,inactive,5.0
CHEMBL132530,active,7.036212172654444
CHEMBL583076,active,6.562249437179612
CHEMBL604716,active,9.522878745280336
CHEMBL599239,active,9.455931955649724
CHEMBL596779,active,9.30102999566398
CHEMBL592131,active,9.30102999566398
CHEMBL1444,active,9.050609993355089
CHEMBL1399,active,8.823908740944319
CHEMBL598212,active,8.721246399047171
CHEMBL598199,active,8.698970004336019
CHEMBL599238,active,8.619788758288394
CHEMBL597403,active,7.756961951313706
CHEMBL598009,active,7.154901959985743
CHEMBL598628,active,7.096910013008056
CHEMBL599442,active,6.835647144215563
CHEMBL592376,active,6.7544873321858505
CHEMBL598629,active,6.560667306169737
CHEMBL598627,active,6.552841968657781
CHEMBL609618,active,6.546681659952962
CHEMBL286738,active,6.522878745280337
CHEMBL598211,active,6.243363891754152
CHEMBL592852,active,9.69897000433602
CHEMBL597606,active,9.69897000433602
CHEMBL597808,active,9.82390874094432
CHEMBL599864,active,9.657577319177792
CHEMBL589247,active,7.841637507904751
CHEMBL609332,active,7.130768280269024
CHEMBL599455,active,7.533132379645891
CHEMBL599456,active,7.721246399047171
CHEMBL609333,active,7.2839966563652
CHEMBL601840,active,6.950781977329818
CHEMBL598846,active,7.619788758288394
CHEMBL598847,active,6.6777807052660805
CHEMBL608153,active,8.337242168318426
CHEMBL607855,active,6.036212172654444
CHEMBL598020,active,6.42021640338319
CHEMBL589738,active,8.769551078621726
CHEMBL598223,active,9.096910013008056
CHEMBL598224,active,9.30102999566398
CHEMBL605418,active,8.221848749616356
CHEMBL597416,active,10.0
CHEMBL589974,active,9.657577319177792
CHEMBL1088570,inactive,4.0
CHEMBL224060,active,8.860120913598763
CHEMBL516643,active,8.638272163982407
CHEMBL29482,active,8.522878745280337
CHEMBL9298,active,8.301029995663981
CHEMBL1097041,active,7.886056647693163
CHEMBL1399,active,7.823908740944319
CHEMBL1097042,active,7.698970004336019
CHEMBL1097043,active,7.494850021680094
CHEMBL1095413,active,7.397940008672037
CHEMBL294361,active,7.214670164989233
CHEMBL1094426,active,7.1438755557577
CHEMBL223874,active,7.130768280269024
CHEMBL1094427,active,7.070581074285707
CHEMBL1094428,active,6.991399828238082
CHEMBL1098737,active,6.958607314841775
CHEMBL1098424,active,6.795880017344075
CHEMBL1098425,active,6.795880017344075
CHEMBL300109,active,6.795880017344075
CHEMBL1098426,active,6.698970004336019
CHEMBL389433,active,8.301029995663981
CHEMBL1444,active,7.939302159646388
CHEMBL283196,active,7.154901959985743
CHEMBL93828,active,6.698970004336019
CHEMBL1096744,active,6.6777807052660805
CHEMBL214932,active,6.508638306165727
CHEMBL91,active,6.221848749616356
CHEMBL28,active,6.045757490560675
CHEMBL1098382,active,9.0
CHEMBL117,active,9.0
CHEMBL104,active,8.744727494896694
CHEMBL1097371,active,8.698970004336019
CHEMBL294878,active,8.698970004336019
CHEMBL9352,active,8.537602002101044
CHEMBL1096024,active,8.455931955649724
CHEMBL488,active,8.2839966563652
CHEMBL1096439,active,8.161150909262744
CHEMBL50,active,7.920818753952375
CHEMBL275638,active,8.096910013008056
CHEMBL300814,active,8.060480747381382
CHEMBL1097980,active,8.05551732784983
CHEMBL441260,active,7.823908740944319
CHEMBL1097763,active,7.764471553092451
CHEMBL1097764,active,7.259637310505756
CHEMBL157101,active,7.221848749616356
CHEMBL1099308,active,8.154901959985743
CHEMBL131921,active,7.991399828238082
CHEMBL1094331,active,7.863279432843593
CHEMBL1094149,active,7.764471553092451
CHEMBL276915,active,7.515700160653214
CHEMBL369471,active,8.221848749616356
CHEMBL1094154,active,8.221848749616356
CHEMBL9165,active,6.698970004336019
CHEMBL52,active,7.958607314841775
CHEMBL1083353,active,8.400116927926312
CHEMBL1085936,active,8.252588192113576
CHEMBL1083653,active,7.941194513324093
CHEMBL1083665,active,7.782516055786093
CHEMBL1083971,active,7.769551078621726
CHEMBL159073,active,7.397940008672037
CHEMBL9298,active,7.2839966563652
CHEMBL1083663,active,7.275724130399211
CHEMBL1083970,active,6.995678626217358
CHEMBL1083652,active,6.823908740944319
CHEMBL1082760,active,6.409827168403686
CHEMBL350922,active,6.4089353929735005
CHEMBL324290,active,6.229147988357855
CHEMBL1170662,active,6.119186407719209
CHEMBL1173641,inactive,4.95311480916229
CHEMBL1173700,active,6.008773924307505
CHEMBL1172937,inactive,4.838332587562264
CHEMBL1173065,inactive,4.784626847216578
CHEMBL87477,active,6.045757490560675
CHEMBL1173129,inactive,4.660349842386316
CHEMBL1171680,active,6.173925197299173
CHEMBL162549,active,6.721246399047171
CHEMBL1170678,active,7.154901959985743
CHEMBL1170893,active,7.443697499232712
CHEMBL1172882,active,6.178486471595227
CHEMBL1173259,inactive,4.920818753952375
CHEMBL1171991,inactive,4.305394801066432
CHEMBL1172842,inactive,4.3124710387853655
CHEMBL157101,inactive,4.301029995663981
CHEMBL254328,inactive,4.301029995663981
CHEMBL1173327,inactive,4.60977163753087
CHEMBL1215665,inactive,4.610833915635467
CHEMBL1173327,inactive,4.6020599913279625
CHEMBL1172882,active,6.178486471595227
CHEMBL366669,active,6.008773924307505
CHEMBL176009,inactive,4.898596649444669
CHEMBL176076,active,6.7447274948966935
CHEMBL176287,active,6.886056647693163
CHEMBL369623,active,6.638272163982407
CHEMBL179149,inactive,4.895171596346344
CHEMBL360026,active,6.187086643357144
CHEMBL179144,active,6.096910013008056
CHEMBL175979,active,6.096910013008056
CHEMBL365314,active,6.552841968657781
CHEMBL370281,active,6.113509274827518
CHEMBL193858,active,7.045757490560675
CHEMBL370530,active,6.142667503568732
CHEMBL364080,inactive,2.690000000993247
CHEMBL363621,inactive,2.450000000285898
CHEMBL193606,inactive,2.1820000002347077
CHEMBL365120,inactive,2.420999999969867
CHEMBL193997,inactive,2.594999999239302
CHEMBL383806,inactive,2.6039999997002847
CHEMBL383807,inactive,2.371000000136476
CHEMBL193652,inactive,2.392999999675218
CHEMBL194440,inactive,2.1059999998703995
CHEMBL176118,inactive,2.1330000002918488
CHEMBL176609,inactive,2.366000000496014
CHEMBL176101,inactive,2.2539999999469438
CHEMBL362441,inactive,2.9470000017962272
CHEMBL176098,inactive,2.397999999740579
CHEMBL366669,inactive,3.0089999979642705
CHEMBL425323,inactive,2.1500000002356523
CHEMBL176886,inactive,2.115000000204774
CHEMBL175550,inactive,2.406000000441987
CHEMBL366570,inactive,2.336999999604971
CHEMBL368305,inactive,2.326000000242501
CHEMBL176009,inactive,1.8989999998591172
CHEMBL366490,inactive,2.742000000628087
CHEMBL176076,inactive,3.745000003652485
CHEMBL176287,inactive,3.88599999266248
CHEMBL369623,inactive,3.638000003285079
CHEMBL175962,inactive,2.174000000270039
CHEMBL179149,inactive,1.895000000005682
CHEMBL360026,inactive,3.1870000002291885
CHEMBL424960,inactive,2.809999999695055
CHEMBL179144,inactive,3.096999997288913
CHEMBL175554,inactive,2.265000000393669
CHEMBL175799,inactive,2.70099999977904
CHEMBL366773,inactive,2.468999999476236
CHEMBL179222,inactive,2.4020000002799446
CHEMBL175609,inactive,2.429000000296885
CHEMBL175979,inactive,3.096999997288913
CHEMBL193496,inactive,2.995999998311747
CHEMBL365314,inactive,3.5530000030464994
CHEMBL370281,inactive,3.114000000161836
CHEMBL193858,inactive,4.045999991082351
CHEMBL371742,inactive,2.8930000014112998
CHEMBL192077,inactive,2.7669999987530747
CHEMBL192155,inactive,2.3640000000351526
CHEMBL195354,inactive,2.316000000035757
CHEMBL195248,inactive,2.127999999945177
CHEMBL370530,inactive,3.142999998794936
CHEMBL363849,inactive,2.7119999994613577
CHEMBL194928,inactive,2.318000000406195
CHEMBL383145,inactive,2.562000000305397
CHEMBL370317,inactive,2.433999999578282
CHEMBL373074,inactive,2.552999999943267
CHEMBL193555,inactive,2.391000000176534
CHEMBL1629800,active,6.647817481888637
CHEMBL1629801,inactive,4.522878745280337
CHEMBL1629802,active,6.838631997765025
CHEMBL132530,active,7.376750709602099
CHEMBL1629804,active,7.221848749616356
CHEMBL1629805,active,7.309803919971486
CHEMBL1629806,active,6.721246399047171
CHEMBL1630261,active,7.301029995663981
CHEMBL1630263,active,6.1938200260161125
CHEMBL1630264,active,6.180456064458132
CHEMBL1630266,active,6.0
CHEMBL1630267,active,6.026872146400302
CHEMBL1630268,active,6.552841968657781
CHEMBL1630269,active,6.154901959985743
CHEMBL1630270,active,6.0
CHEMBL1630271,inactive,4.958607314841775
CHEMBL1630272,active,6.0655015487564325
CHEMBL1630274,active,7.508638306165727
CHEMBL1630275,inactive,3.823908740944319
CHEMBL1630280,active,6.173925197299173
CHEMBL1630910,active,6.180456064458132
CHEMBL9298,active,7.522878745280337
CHEMBL488513,inactive,4.790484985457369
CHEMBL1668326,inactive,4.772113295386326
CHEMBL1668327,inactive,4.79317412396815
CHEMBL1668328,inactive,4.774690718274137
CHEMBL488848,inactive,4.815308569182401
CHEMBL1668329,inactive,4.790484985457369
CHEMBL108425,active,9.30102999566398
CHEMBL430879,active,7.0
CHEMBL108483,active,9.086186147616283
CHEMBL598199,active,8.698970004336019
CHEMBL592131,active,9.30102999566398
CHEMBL1672974,active,10.0
CHEMBL1672975,active,10.30102999566398
CHEMBL1672976,active,9.67778070526608
CHEMBL1672977,active,9.82390874094432
CHEMBL1672978,active,10.82390874094432
CHEMBL1672979,active,10.744727494896694
CHEMBL1672980,active,10.82390874094432
CHEMBL1672981,active,9.327902142064282
CHEMBL1672982,active,9.1249387366083
CHEMBL225499,active,6.823908740944319
CHEMBL1688893,active,6.943095148663527
CHEMBL1688891,active,6.94692155651658
CHEMBL1688890,active,6.886056647693163
CHEMBL1688892,active,6.628932137728263
CHEMBL1688894,active,6.684029654543083
CHEMBL1688895,active,6.85078088734462
CHEMBL1688896,active,6.573488738635425
CHEMBL1688897,active,6.749579997691106
CHEMBL1688898,active,6.896196279044043
CHEMBL1688899,active,6.317854923626168
CHEMBL1688900,active,6.772113295386326
CHEMBL1688901,active,6.782516055786093
CHEMBL437731,active,7.292429823902063
CHEMBL1688902,active,7.142667503568732
CHEMBL1688903,active,7.142667503568732
CHEMBL1688904,active,6.534617148551582
CHEMBL1688905,active,6.161150909262744
CHEMBL1688906,active,6.950781977329818
CHEMBL1688907,active,6.785156151952302
CHEMBL1688908,active,6.528708288941061
CHEMBL1688909,active,7.091514981121351
CHEMBL1688910,active,7.154901959985743
CHEMBL1688911,active,7.327902142064283
CHEMBL1688912,active,6.978810700930062
CHEMBL225472,active,6.552841968657781
CHEMBL1688914,active,6.341988603342887
CHEMBL1688915,active,7.173925197299173
CHEMBL1688916,active,6.498940737782249
CHEMBL1688917,active,6.274088367704952
CHEMBL1688919,active,6.504455662453552
CHEMBL9298,active,7.2839966563652
CHEMBL1689257,inactive,4.512861624522814
CHEMBL1689258,inactive,4.490797477668897
CHEMBL1689259,inactive,4.571865205971212
CHEMBL518414,inactive,4.452225294612178
CHEMBL9298,active,7.522878745280337
CHEMBL1444,active,7.744727494896693
CHEMBL256665,active,6.200659450546418
CHEMBL1783176,active,7.443697499232712
CHEMBL1783178,active,6.272458742971444
CHEMBL1783178,active,7.468521082957745
CHEMBL1783178,active,7.107905397309519
CHEMBL1783177,active,7.494850021680094
CHEMBL95109,active,7.040958607678906
CHEMBL95109,active,7.221848749616356
CHEMBL95109,active,6.221848749616356
CHEMBL1444,active,8.3767507096021
CHEMBL1784788,active,6.355561410532162
CHEMBL1485809,active,7.782516055786093
CHEMBL1784789,active,6.924453038607469
CHEMBL1784790,inactive,4.663540266151471
CHEMBL1784791,active,7.22767829327708
CHEMBL1784793,active,6.003926345514724
CHEMBL1784794,inactive,4.97469413473523
CHEMBL1784795,inactive,4.6020599913279625
CHEMBL1784798,active,6.605548319173784
CHEMBL1784801,active,8.0268721464003
CHEMBL1784803,active,6.302770657240282
CHEMBL1784804,active,7.103473782510445
CHEMBL1784805,active,7.177178354696896
CHEMBL1521315,active,6.0
CHEMBL1389987,inactive,4.97469413473523
CHEMBL1784806,active,6.118615343229427
CHEMBL1303900,active,6.764471553092451
CHEMBL1784807,active,7.210419287835575
CHEMBL1351273,active,7.195860567664649
CHEMBL1784808,active,6.356547323513812
CHEMBL1784809,active,7.0
CHEMBL1784810,inactive,4.87942606879415
CHEMBL1784811,active,7.462180904926726
CHEMBL1784812,active,7.330683119433888
CHEMBL1784813,active,6.30189945437661
CHEMBL224789,active,8.096910013008056
CHEMBL1824744,inactive,4.97469413473523
CHEMBL1824745,inactive,4.795337488251781
CHEMBL1824746,inactive,4.713992877920526
CHEMBL1824747,inactive,4.985899678480379
CHEMBL1824748,inactive,4.959793372425289
CHEMBL1824749,inactive,4.792904459580782
CHEMBL1824752,inactive,4.960585880823863
CHEMBL1824753,inactive,4.915066425063284
CHEMBL1824754,inactive,4.874518734299406
CHEMBL1824756,inactive,4.96018944585165
CHEMBL1824757,inactive,4.828858848971618
CHEMBL1824758,inactive,4.713094647027625
CHEMBL1824759,inactive,4.8683813356508745
CHEMBL1824760,inactive,4.862645888629267
CHEMBL1824761,inactive,4.888065723667318
CHEMBL1824762,inactive,4.505011026316832
CHEMBL1824763,inactive,4.873868592738016
CHEMBL1824764,inactive,4.7848914189469065
CHEMBL1824765,inactive,4.935167780261426
CHEMBL1824766,inactive,4.572351628813068
CHEMBL1824767,inactive,4.817870785947002
CHEMBL1824768,inactive,4.810229043653126
CHEMBL1824769,active,7.0
CHEMBL1825017,inactive,4.913640169325252
CHEMBL1825018,inactive,4.925183559354825
CHEMBL1825019,inactive,4.787546038959724
CHEMBL1825020,active,6.823908740944319
CHEMBL349822,active,8.154901959985743
CHEMBL14192,active,6.823908740944319
CHEMBL1825022,inactive,4.097018600202497
CHEMBL1444,active,8.096910013008056
CHEMBL29482,active,8.397940008672037
CHEMBL1825023,inactive,4.920456992597094
CHEMBL336638,active,7.698970004336019
CHEMBL1825029,inactive,4.97061622231479
CHEMBL1825037,inactive,4.936666641048251
CHEMBL1825038,inactive,4.898596649444669
CHEMBL272339,inactive,4.97469413473523
CHEMBL1825048,inactive,4.760950906859809
CHEMBL1825049,inactive,4.97061622231479
CHEMBL1098737,active,6.958607314841775
CHEMBL9165,active,6.823908740944319
CHEMBL1915151,inactive,4.348721986001856
CHEMBL1915152,inactive,4.1904402853647325
CHEMBL1915156,inactive,4.199282921717615
CHEMBL1915159,inactive,4.166852888087215
CHEMBL1915161,inactive,4.23210238398191
CHEMBL1915167,inactive,4.325138859262188
CHEMBL1915176,inactive,4.142667503568732
CHEMBL1915401,inactive,4.241088107602026
CHEMBL1915403,inactive,4.978810700930062
CHEMBL9352,active,6.638272163982407
CHEMBL264401,inactive,4.301029995663981
CHEMBL1939366,active,6.698970004336019
CHEMBL1454842,active,6.096910013008056
CHEMBL1939519,inactive,4.301029995663981
CHEMBL1939520,inactive,4.301029995663981
CHEMBL1939521,inactive,4.301029995663981
CHEMBL1939522,inactive,4.301029995663981
CHEMBL1939523,inactive,4.301029995663981
CHEMBL1939524,inactive,4.301029995663981
CHEMBL1939525,inactive,4.301029995663981
CHEMBL1939526,inactive,4.301029995663981
CHEMBL1939527,inactive,4.301029995663981
CHEMBL1939528,inactive,4.301029995663981
CHEMBL1939529,inactive,4.301029995663981
CHEMBL1939530,inactive,4.301029995663981
CHEMBL1939531,inactive,4.301029995663981
CHEMBL1939532,inactive,4.301029995663981
CHEMBL1939533,inactive,4.301029995663981
CHEMBL1939534,inactive,4.301029995663981
CHEMBL1939535,inactive,4.301029995663981
CHEMBL1939536,inactive,4.301029995663981
CHEMBL1939537,inactive,4.301029995663981
CHEMBL1939538,inactive,4.301029995663981
CHEMBL1939539,inactive,4.301029995663981
CHEMBL1939540,inactive,4.301029995663981
CHEMBL1939541,inactive,4.301029995663981
CHEMBL1939542,inactive,4.301029995663981
CHEMBL1939543,inactive,4.301029995663981
CHEMBL1939544,inactive,4.301029995663981
CHEMBL1939545,inactive,4.301029995663981
CHEMBL1939546,inactive,4.301029995663981
CHEMBL1939547,inactive,4.301029995663981
CHEMBL1939548,inactive,4.301029995663981
CHEMBL1939549,inactive,4.301029995663981
CHEMBL1939550,inactive,4.301029995663981
CHEMBL1939551,inactive,4.301029995663981
CHEMBL503399,inactive,4.301029995663981
CHEMBL1939552,inactive,4.576754126063192
CHEMBL165,inactive,4.6020599913279625
CHEMBL87333,inactive,4.301029995663981
CHEMBL111234,inactive,4.301029995663981
CHEMBL9352,active,6.638272163982407
CHEMBL1956171,active,6.539102157243452
CHEMBL1956175,active,6.006123085058789
CHEMBL1956179,active,6.517126416391246
CHEMBL1956180,active,6.640164517660112
CHEMBL1955869,active,7.031517051446065
CHEMBL1956183,active,6.281498311132726
CHEMBL1956186,active,7.229147988357855
CHEMBL1956188,active,6.943095148663527
CHEMBL1444,active,9.0
CHEMBL1957209,inactive,4.826813731587726
CHEMBL1601919,active,6.045757490560675
CHEMBL1957210,inactive,4.754981129262247
CHEMBL1957213,inactive,4.7447274948966935
CHEMBL1957214,active,8.397940008672037
CHEMBL1957215,inactive,4.9503943874050265
CHEMBL1957216,active,6.785156151952302
CHEMBL1957217,active,7.638272163982407
CHEMBL1957218,active,7.107905397309519
CHEMBL1957223,active,6.229147988357855
CHEMBL165,inactive,4.6020599913279625
CHEMBL1444,active,8.698970004336019
CHEMBL1399,active,8.096910013008056
CHEMBL9298,active,8.522878745280337
CHEMBL1399,active,7.920818753952375
CHEMBL131921,inactive,3.94692155651658
CHEMBL2011191,inactive,3.769551078621726
CHEMBL2011192,inactive,3.795880017344075
CHEMBL2011193,inactive,3.6989700043360183
CHEMBL274826,active,6.585026652029182
CHEMBL2011171,inactive,4.537602002101044
CHEMBL2011172,inactive,4.356547323513812
CHEMBL2011173,inactive,4.7447274948966935
CHEMBL2011174,inactive,4.698970004336019
CHEMBL2011175,inactive,4.3872161432802645
CHEMBL2011176,inactive,4.698970004336019
CHEMBL2011180,active,6.585026652029182
CHEMBL1165711,inactive,4.3872161432802645
CHEMBL2011181,inactive,4.013228265733755
CHEMBL2011182,inactive,4.00436480540245
CHEMBL2011183,inactive,4.619788758288394
CHEMBL2011184,inactive,4.958607314841775
CHEMBL2011185,inactive,4.522878745280337
CHEMBL2011187,inactive,4.494850021680094
CHEMBL2011189,inactive,4.537602002101044
CHEMBL2011190,inactive,4.214670164989233
CHEMBL1077603,active,6.73754891026957
CHEMBL1629804,active,6.8696662315049934
CHEMBL2058266,active,6.013228265733755
CHEMBL1629800,active,6.647817481888637
CHEMBL1629802,active,6.838631997765025
CHEMBL132530,active,7.376750709602099
CHEMBL2163638,active,6.301029995663981
CHEMBL2163639,active,6.642065152999546
CHEMBL2163646,active,7.366531544420414
CHEMBL9298,active,7.387216143280264
CHEMBL2163641,active,7.769551078621726
CHEMBL9298,active,7.2839966563652
CHEMBL2165325,active,6.560667306169737
CHEMBL2165324,active,6.020451625295905
CHEMBL2165323,active,6.404503778174426
CHEMBL2165321,active,7.958607314841775
CHEMBL2165320,active,7.455931955649724
CHEMBL2165319,active,7.657577319177793
CHEMBL2165318,active,6.790484985457369
CHEMBL2165317,active,7.318758762624412
CHEMBL2165316,active,6.311580177997289
CHEMBL2165315,active,7.309803919971486
CHEMBL2165314,active,6.349692476868063
CHEMBL446083,active,6.370590400897281
